happiness_id,country_id,year_id,Happiness_Score,Life_Satisfaction,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Public_Trust,Mental_Health_Index,Work_Life_Balance,Climate_Index
2209,16,2017,3.77,4.63,0.96,74.13,0.88,0.04,0.17,0.93,63.67,6.11,70.72
2210,3,2018,5.26,8.33,0.22,63.75,0.89,0.4,0.86,0.01,58.45,8.63,98.41
2211,5,2006,5.04,6.16,0.55,74.56,0.45,0.47,0.53,0.56,99.13,6.19,97.47
2212,6,2016,6.44,6.8,0.6,50.58,0.46,-0.03,0.71,0.79,45.11,8.16,84.29
2213,20,2020,4.25,8.66,1.0,55.12,0.52,0.33,0.37,0.06,56.14,8.96,64.95
2214,6,2008,6.2,5.28,0.2,79.04,0.52,0.2,0.53,0.36,91.41,4.38,91.7
2215,16,2012,7.39,7.82,0.52,72.6,0.95,-0.18,0.98,0.98,64.9,4.59,59.36
2216,4,2006,5.09,6.35,0.35,62.75,0.65,0.18,0.33,0.21,75.05,6.13,74.81
2217,6,2014,7.56,5.06,0.53,67.52,0.28,0.36,0.67,0.53,42.9,4.09,42.56
2218,6,2013,7.97,8.26,0.23,81.68,0.53,-0.01,0.17,0.75,95.22,6.38,76.29
2219,4,2019,3.53,7.4,0.05,72.11,0.63,0.43,0.12,0.39,48.22,7.11,49.33
2220,6,2017,4.17,4.47,0.57,63.94,0.64,-0.03,0.78,0.41,52.8,3.36,84.02
2221,19,2021,7.75,6.71,0.34,54.21,0.59,-0.15,0.84,0.06,49.41,7.09,58.98
2222,20,2020,7.79,8.26,0.18,60.28,0.18,-0.09,0.67,0.19,69.85,3.96,57.89
2223,7,2006,3.49,4.33,0.32,84.24,0.03,0.39,0.16,0.88,89.01,4.8,82.26
2224,20,2024,3.07,6.08,0.05,65.31,0.34,0.09,0.24,0.82,56.02,7.43,59.77
2225,6,2024,3.81,8.03,0.95,66.51,0.43,0.36,0.91,0.3,48.54,3.98,79.98
2226,19,2018,7.98,8.29,0.58,67.45,0.06,0.17,0.29,0.38,64.6,6.19,89.85
2227,5,2007,3.9,7.88,0.81,80.94,0.81,0.14,0.82,0.44,98.9,6.54,39.58
2228,6,2016,5.51,5.53,0.42,71.14,0.34,0.36,0.29,0.35,40.66,3.99,63.53
2229,16,2012,7.24,6.53,0.9,74.28,0.91,0.1,0.94,0.65,70.24,4.65,96.14
2230,19,2006,3.1,7.71,0.48,63.63,0.15,0.36,0.91,0.01,80.16,6.64,86.85
2231,4,2008,6.02,4.76,0.57,51.02,0.06,-0.13,0.04,0.88,88.4,5.77,98.15
2232,19,2018,4.39,6.97,0.49,82.58,0.48,0.25,0.77,0.3,84.77,6.96,90.22
2233,4,2020,7.31,7.6,0.73,83.22,0.19,0.29,0.17,0.87,44.47,8.13,51.72
2234,3,2023,4.42,8.25,0.57,83.22,0.94,0.43,0.22,0.45,67.71,3.81,42.54
2235,7,2006,6.43,4.56,0.27,83.03,0.01,-0.04,0.46,0.78,44.72,3.42,44.74
2236,1,2016,6.37,5.65,0.15,78.53,0.41,0.22,0.58,0.83,77.19,7.0,45.18
2237,19,2018,4.11,6.71,0.61,73.96,0.93,0.1,0.33,0.3,44.62,7.62,35.3
2238,8,2010,3.17,7.51,0.49,79.56,0.38,0.07,0.58,0.64,42.9,5.7,93.48
2239,16,2017,5.05,7.65,0.1,71.02,0.09,-0.13,0.17,0.61,58.36,5.36,65.18
2240,6,2008,4.45,5.27,0.4,54.7,0.3,-0.11,0.02,0.48,96.33,6.58,37.09
2241,16,2022,7.04,4.07,0.51,63.69,0.5,0.39,0.57,0.47,82.6,6.31,83.38
2242,20,2016,7.0,7.47,0.83,84.0,0.19,0.32,0.52,0.31,40.24,5.94,52.79
2243,1,2024,5.29,8.55,0.08,62.29,0.47,0.07,0.69,0.31,57.08,7.91,34.97
2244,20,2023,6.03,7.99,0.35,80.37,0.84,0.38,0.65,0.55,41.05,4.04,43.28
2245,3,2012,6.02,7.11,0.82,53.26,0.87,-0.14,0.9,0.03,57.66,7.09,76.03
2246,1,2011,7.14,8.89,0.65,61.7,0.05,0.24,0.46,0.93,81.13,7.45,85.58
2247,1,2020,5.13,6.17,0.29,62.28,0.16,0.41,0.01,0.65,85.59,8.41,47.76
2248,20,2023,4.38,6.63,0.85,51.81,0.28,0.39,0.63,0.44,88.25,8.67,70.39
2249,4,2010,4.33,4.06,0.49,54.17,0.59,0.06,0.68,0.06,94.6,6.05,30.06
2250,20,2024,5.68,8.73,0.5,56.76,0.36,0.32,0.52,0.63,61.95,5.6,49.49
2251,16,2015,5.25,6.92,0.98,79.32,0.84,0.1,0.69,0.02,91.76,6.02,42.71
2252,4,2009,5.2,5.95,0.95,52.22,0.72,0.39,0.32,0.68,83.66,7.4,35.36
2253,16,2020,3.46,4.22,0.36,60.45,0.1,0.17,0.15,0.07,72.27,3.1,63.87
2254,3,2011,6.59,5.81,0.14,50.36,0.62,0.34,0.66,0.66,97.28,4.04,74.17
2255,6,2009,4.07,4.02,0.33,74.35,0.11,-0.14,0.25,0.41,96.86,8.45,33.25
2256,5,2015,3.98,5.62,0.03,71.71,0.26,0.21,0.46,0.66,93.86,4.17,39.65
2257,4,2019,5.06,8.76,0.02,72.57,0.18,0.19,0.49,0.14,52.13,4.37,95.26
2258,3,2007,4.14,4.77,0.4,63.1,0.17,0.23,0.48,0.12,52.47,8.64,45.62
2259,8,2009,5.92,6.73,0.94,57.29,0.62,0.29,0.6,0.25,94.06,4.77,83.2
2260,3,2009,4.86,4.93,0.87,75.21,0.56,0.44,0.03,0.41,63.87,4.74,82.34
2261,20,2013,5.24,7.92,0.51,78.39,0.18,0.35,0.99,0.25,87.85,8.54,52.51
2262,20,2019,5.69,6.81,0.57,54.85,0.99,-0.05,0.72,0.08,81.22,5.25,44.29
2263,5,2007,4.02,5.01,0.01,67.04,0.42,0.38,0.43,0.33,85.74,5.96,47.08
2264,3,2010,3.78,8.33,0.22,58.71,0.1,-0.11,0.19,0.71,41.58,6.36,69.61
2265,7,2021,7.4,7.92,0.02,55.88,0.12,0.24,0.08,0.58,65.8,8.21,56.68
2266,6,2012,5.17,8.76,0.75,75.7,0.58,0.42,0.67,0.96,91.43,3.47,64.69
2267,20,2015,5.06,4.0,0.15,68.83,0.98,-0.13,0.32,0.44,69.4,4.57,86.81
2268,5,2010,3.18,6.29,0.87,57.57,0.57,0.39,0.23,0.33,81.41,6.52,65.16
2269,6,2012,5.49,9.0,0.64,60.85,0.95,0.36,0.38,0.69,85.36,5.61,99.67
2270,3,2014,5.77,8.06,0.23,83.83,0.44,0.15,0.59,0.41,47.25,4.67,76.61
2271,3,2007,5.79,8.16,0.16,79.7,0.44,0.02,0.67,0.62,49.34,5.46,44.51
2272,1,2018,6.54,7.11,0.63,80.8,0.5,0.08,0.65,0.95,83.47,8.8,64.97
2273,5,2018,3.89,7.56,0.9,66.1,0.7,0.48,0.86,0.5,43.27,3.13,86.94
2274,20,2014,4.26,8.03,0.72,71.83,0.37,-0.06,0.22,0.5,60.51,3.88,45.28
2275,7,2016,7.05,4.46,0.35,63.19,0.86,0.21,0.64,0.78,95.09,3.11,81.06
2276,3,2010,7.74,7.46,0.59,52.72,0.03,-0.14,0.1,0.76,74.46,6.56,32.34
2277,7,2016,3.68,8.08,0.31,64.04,0.44,-0.05,0.55,0.52,94.63,3.08,95.98
2278,3,2018,5.49,4.2,1.0,70.79,0.51,0.33,0.58,0.06,58.56,5.72,76.44
2279,20,2006,4.07,5.49,0.75,60.05,0.61,0.01,0.22,0.98,78.2,8.16,41.38
2280,6,2013,3.3,5.62,0.61,79.68,0.28,0.49,0.39,0.38,57.2,3.58,91.2
2281,19,2014,4.63,8.27,0.42,55.29,0.43,0.15,0.83,0.32,46.67,5.19,35.73
2282,6,2021,3.72,7.9,0.62,62.85,0.48,0.16,0.15,0.98,99.44,5.27,58.42
2283,3,2021,6.55,7.28,0.34,54.37,0.69,-0.17,0.43,0.87,50.57,5.17,81.59
2284,16,2007,5.67,8.02,0.03,64.17,0.77,0.47,0.93,0.33,51.31,7.36,95.62
2285,19,2023,3.72,6.27,0.4,51.39,0.74,-0.08,0.5,0.31,90.52,3.03,54.42
2286,19,2005,3.05,8.37,0.93,59.54,0.34,0.18,0.73,0.72,88.13,7.68,88.14
2287,7,2016,7.04,5.17,0.63,64.03,1.0,0.08,0.83,0.33,98.67,8.03,43.77
2288,5,2011,3.88,7.52,0.08,66.74,0.85,0.09,0.2,0.25,44.3,5.59,32.46
2289,7,2008,6.03,5.21,0.88,69.03,0.26,0.25,0.22,0.98,45.65,8.32,32.01
2290,7,2014,4.68,4.2,0.27,59.62,0.2,0.26,0.76,0.57,66.92,5.29,76.07
2291,16,2017,5.93,5.42,0.24,68.31,0.31,-0.09,0.75,0.76,75.5,7.17,40.79
2292,6,2006,4.58,6.46,0.3,67.82,0.45,0.15,0.06,0.71,42.28,5.33,33.52
2293,6,2014,3.43,8.22,0.58,61.07,0.85,0.35,0.32,0.76,49.5,3.23,98.37
2294,8,2008,4.11,6.54,0.54,79.06,0.78,0.11,0.4,0.9,82.2,3.5,46.94
2295,3,2022,3.94,4.9,0.49,69.1,0.85,-0.08,0.83,0.5,80.11,5.65,62.38
2296,16,2009,5.14,8.96,0.72,61.63,0.27,0.02,0.42,0.75,45.38,8.94,72.92
2297,8,2023,6.29,5.35,0.32,83.16,0.59,-0.05,0.93,0.8,95.9,4.07,40.11
2298,20,2006,4.32,8.93,0.78,79.58,0.28,-0.11,1.0,0.95,55.29,8.37,55.0
2299,3,2016,3.06,8.68,0.18,84.39,0.11,0.06,0.78,0.71,93.23,8.52,75.34
2300,3,2021,5.59,6.71,0.78,74.23,0.68,0.18,0.67,0.89,95.38,5.46,74.78
2301,1,2014,6.03,4.46,0.66,63.24,0.14,-0.15,0.39,0.1,69.4,5.77,88.94
2302,1,2006,7.81,7.48,0.68,59.83,0.67,0.22,0.07,0.13,64.72,6.02,60.62
2303,4,2010,5.95,8.23,0.48,73.22,0.65,0.5,0.57,0.16,56.69,7.62,92.29
2304,4,2012,5.36,6.23,0.67,84.33,0.81,0.47,0.36,0.14,88.44,3.74,77.75
2305,7,2023,5.87,5.2,0.08,71.94,0.14,0.38,0.35,0.09,51.8,4.97,69.35
2306,20,2015,7.64,8.01,0.85,80.86,0.78,-0.01,0.69,0.12,77.33,4.02,38.2
2307,19,2016,7.14,6.73,0.06,61.52,1.0,-0.18,0.46,1.0,74.03,8.27,70.23
2308,19,2013,4.61,4.99,0.15,64.24,0.85,0.38,0.75,0.27,54.93,3.42,71.63
2309,1,2006,4.19,8.75,0.58,81.72,0.75,-0.16,0.4,0.48,98.98,7.49,83.12
2310,1,2012,4.31,8.74,0.74,76.49,0.66,-0.06,0.15,0.82,90.78,5.64,80.34
2311,1,2015,5.52,5.84,0.08,84.35,0.42,0.18,0.46,0.12,41.23,7.29,67.1
2312,16,2008,6.72,4.32,0.92,77.12,0.73,-0.08,0.95,0.32,65.34,8.34,71.5
2313,5,2014,5.52,7.15,0.97,65.7,0.72,0.38,0.8,0.16,61.54,5.04,84.06
2314,4,2024,3.34,5.59,0.61,68.59,0.63,0.34,0.21,0.06,92.97,4.36,54.6
2315,16,2020,6.62,4.33,0.48,81.52,0.8,0.33,0.39,0.96,55.87,6.9,39.45
2316,6,2012,7.03,8.46,0.74,69.31,0.45,0.37,0.93,0.86,99.91,8.99,91.2
2317,19,2008,4.45,8.99,0.33,58.94,0.12,-0.05,0.12,0.88,52.0,7.38,97.55
2318,3,2014,6.32,5.75,0.49,65.25,0.56,0.31,0.25,0.87,54.63,7.77,60.05
2319,4,2016,5.13,7.72,0.92,68.07,0.27,0.05,0.26,0.15,79.96,6.78,99.32
2320,8,2018,7.45,4.33,0.96,53.39,0.38,0.27,0.57,0.78,49.66,5.21,52.59
2321,6,2020,7.23,5.85,0.93,76.03,0.02,-0.11,0.41,0.73,93.33,6.93,34.66
2322,4,2022,5.63,4.54,0.26,53.83,0.38,0.29,0.08,0.93,46.6,3.77,70.07
2323,16,2016,6.46,4.28,0.23,64.17,0.81,0.48,0.63,0.22,99.0,5.93,90.77
2324,20,2022,7.42,6.94,0.3,78.16,0.54,-0.17,0.1,0.41,92.48,6.44,73.22
2325,3,2011,5.48,8.01,0.44,66.36,0.01,-0.13,0.61,0.29,90.38,8.44,30.66
2326,4,2024,4.57,6.26,0.31,79.47,0.47,-0.11,0.51,0.26,64.43,8.52,30.83
2327,5,2011,6.77,6.62,0.37,61.97,0.29,0.1,0.49,0.65,70.82,3.36,80.7
2328,1,2013,4.1,5.35,0.62,83.52,0.48,0.0,0.07,0.16,67.38,6.79,89.17
2329,1,2005,4.94,7.68,0.76,57.33,0.4,0.36,0.64,0.46,99.25,7.78,47.71
2330,3,2010,7.33,5.81,0.74,51.34,0.93,0.13,0.43,0.65,42.09,6.22,62.91
2331,16,2010,6.62,4.34,0.81,80.53,0.04,0.14,0.41,0.13,62.9,3.57,97.28
2332,1,2016,5.02,4.83,0.03,76.33,0.68,0.3,0.6,0.26,98.1,4.4,62.24
2333,4,2016,4.07,4.64,0.05,58.12,0.85,0.05,0.61,0.97,62.16,4.88,39.51
2334,8,2014,4.78,6.18,0.79,84.47,0.96,0.05,0.02,0.8,63.9,6.98,93.82
2335,19,2010,4.42,4.33,0.53,67.58,0.18,0.33,0.13,0.68,77.88,3.39,64.66
2336,19,2021,3.88,8.03,0.58,83.29,0.53,0.35,0.24,0.86,94.44,6.3,54.1
2337,6,2023,6.72,8.54,0.05,67.68,0.04,-0.19,0.68,0.01,57.67,3.65,36.82
2338,7,2022,4.26,5.24,0.26,66.52,0.5,-0.1,0.58,0.01,96.86,5.37,62.08
2339,20,2010,5.27,6.43,0.64,65.72,0.13,-0.05,0.76,0.15,56.95,5.55,83.88
2340,3,2023,4.93,6.6,0.86,61.72,0.84,0.05,0.74,0.5,88.92,5.71,80.2
2341,6,2014,7.91,8.93,0.92,68.68,0.11,0.0,0.85,0.57,56.55,7.27,64.76
2342,7,2012,4.96,4.33,0.5,65.84,0.51,0.27,0.38,0.11,44.38,3.49,80.37
2343,16,2010,3.4,7.34,0.55,51.29,0.52,0.38,0.35,0.07,88.74,4.61,54.55
2344,5,2011,3.45,5.73,0.83,59.12,0.97,-0.07,0.83,0.83,67.0,6.85,81.47
2345,5,2005,5.95,6.51,0.54,57.46,0.65,0.19,0.24,0.46,63.44,8.66,36.0
2346,20,2022,6.0,5.09,0.52,80.36,0.29,0.06,0.46,0.99,65.79,6.72,43.95
2347,1,2024,5.09,4.8,0.91,70.96,0.24,0.15,0.19,0.23,76.69,8.3,91.44
2348,4,2016,5.16,5.22,0.79,76.73,0.13,0.23,0.91,0.65,55.76,8.81,50.56
2349,6,2020,3.27,4.36,0.91,83.49,0.76,0.43,0.41,0.8,54.24,8.3,44.42
2350,6,2014,5.58,5.39,0.22,72.54,0.69,-0.07,0.21,0.87,69.01,8.83,36.23
2351,3,2014,5.52,7.45,0.52,84.39,0.61,-0.14,0.69,0.31,42.14,7.66,57.51
2352,3,2018,3.75,7.26,0.84,60.91,0.04,0.24,0.24,0.19,78.57,8.32,34.69
2353,5,2024,3.52,6.77,0.11,56.52,0.76,0.08,0.94,0.23,89.37,5.95,64.79
2354,5,2014,3.62,4.0,0.79,64.12,0.64,-0.09,0.37,0.67,83.65,5.07,94.34
2355,8,2014,3.51,4.63,0.18,66.48,0.96,-0.12,0.66,0.52,68.16,9.0,85.1
2356,8,2015,6.05,8.21,0.81,81.34,0.59,0.19,0.35,0.6,73.92,3.59,32.85
2357,1,2006,3.98,5.36,0.61,69.6,0.3,0.01,0.81,0.02,41.57,8.75,50.98
2358,8,2024,4.26,8.56,0.19,60.23,0.38,0.5,0.9,0.39,94.74,5.59,43.14
2359,4,2012,3.87,8.37,0.47,75.99,0.18,0.08,0.79,0.31,73.48,3.13,34.69
2360,4,2011,7.79,4.77,0.68,67.7,0.72,-0.05,0.85,0.86,58.98,7.82,37.6
2361,6,2012,7.27,8.49,0.63,55.67,0.71,0.24,0.1,0.78,57.61,5.67,93.57
2362,19,2005,4.15,7.14,0.43,70.19,0.2,-0.03,0.92,0.43,79.58,7.79,51.71
2363,4,2006,4.64,7.15,0.9,81.9,0.16,0.15,0.62,0.63,75.06,3.27,57.46
2364,7,2022,4.05,8.26,0.52,79.49,0.08,0.14,0.87,0.05,51.27,8.84,64.0
2365,5,2019,5.46,6.03,0.51,70.54,0.91,0.12,0.68,0.64,64.6,7.03,82.15
2366,3,2005,3.1,7.68,0.06,63.2,0.23,0.36,0.2,0.1,80.57,3.29,85.89
2367,8,2009,6.36,7.34,0.92,53.04,0.34,-0.05,0.61,0.71,57.86,3.03,97.46
2368,6,2006,5.62,7.86,0.18,66.44,0.28,0.43,0.09,0.57,70.56,6.56,44.75
2369,20,2024,7.49,7.3,0.53,76.32,0.41,0.35,0.7,0.3,55.29,8.86,51.07
2370,3,2007,3.82,4.4,0.8,62.61,0.71,0.03,0.41,0.37,44.3,6.14,51.91
2371,7,2023,7.02,5.46,0.22,58.24,0.87,-0.07,0.15,0.09,63.29,5.12,61.17
2372,8,2022,6.96,8.7,0.53,82.6,0.18,-0.0,0.98,0.32,83.92,8.63,86.52
2373,7,2022,3.64,5.12,0.24,78.75,0.69,0.03,0.9,0.97,52.83,8.9,46.76
2374,5,2018,4.99,6.36,0.76,72.34,0.35,0.19,0.89,0.49,85.27,7.71,84.8
2375,5,2012,3.85,5.78,0.56,54.79,0.98,-0.17,0.79,0.47,80.17,7.31,44.28
2376,1,2016,4.27,4.43,0.86,55.07,0.3,0.44,0.69,0.63,70.44,3.01,79.71
2377,6,2014,4.32,4.91,0.89,53.61,0.01,-0.13,0.66,0.48,98.29,4.88,85.93
2378,3,2024,5.78,5.43,0.65,71.57,0.52,-0.0,0.11,0.36,93.0,8.55,89.76
2379,16,2021,5.06,6.32,0.73,54.04,0.15,-0.12,0.9,0.14,73.79,5.21,65.72
2380,16,2015,7.74,8.37,0.55,79.49,0.04,-0.02,0.88,0.63,73.47,5.01,53.01
2381,3,2006,3.63,6.58,0.38,84.75,0.7,0.39,0.75,0.75,56.67,6.22,84.07
2382,20,2008,7.87,7.26,0.65,62.82,0.73,0.23,0.93,0.92,95.21,5.69,52.46
2383,6,2005,4.15,6.13,0.91,65.88,0.46,-0.04,0.55,0.0,93.76,8.15,40.37
2384,7,2019,6.86,8.35,0.42,74.91,0.68,0.41,0.45,0.07,84.52,3.49,88.43
2385,20,2017,4.69,7.31,0.31,82.8,0.54,0.36,0.97,0.9,47.67,6.95,58.79
2386,19,2012,3.72,4.45,0.39,81.29,0.63,0.33,0.46,0.63,82.22,7.18,69.96
2387,3,2008,7.29,6.39,0.44,52.02,0.6,0.39,0.64,0.96,55.19,8.28,94.29
2388,7,2014,4.54,8.14,0.07,55.92,0.67,0.23,0.37,0.43,51.33,5.49,39.51
2389,16,2023,6.29,7.67,0.5,76.41,0.2,0.15,0.64,0.42,85.55,4.77,69.0
2390,4,2022,5.83,8.53,0.49,74.11,0.27,0.06,0.72,0.34,97.58,6.76,69.11
2391,1,2009,5.36,5.14,0.59,54.66,0.44,-0.04,0.62,0.14,46.53,7.35,90.33
2392,16,2023,5.48,8.89,0.36,67.57,0.45,0.19,0.51,0.38,49.84,4.03,53.89
2393,6,2020,6.66,5.43,0.61,77.33,0.77,0.42,0.3,0.01,53.15,3.95,58.08
2394,5,2005,3.44,4.25,0.88,57.66,0.37,0.22,0.64,0.51,97.77,4.58,66.35
2395,4,2016,6.34,6.48,0.96,80.5,0.16,0.44,0.91,0.85,81.78,4.49,41.7
2396,1,2006,7.48,4.55,0.58,51.85,0.25,0.05,0.01,0.32,80.7,7.5,62.95
2397,1,2012,3.29,7.41,0.04,77.38,0.21,0.29,0.13,0.09,70.3,6.18,60.53
2398,19,2022,3.7,8.5,0.97,71.55,0.73,0.25,0.12,0.97,72.26,6.29,43.82
2399,19,2020,6.58,8.61,0.71,61.03,0.47,0.27,0.92,0.13,57.41,3.09,88.31
2400,8,2009,5.19,7.04,0.34,75.23,0.71,0.25,0.66,0.53,49.27,8.97,60.17
2401,16,2017,5.02,6.68,0.15,77.38,0.42,-0.04,0.95,0.81,86.82,7.98,51.42
2402,16,2023,3.68,8.97,0.14,82.69,0.89,-0.1,0.58,0.25,68.24,5.66,39.13
2403,16,2007,5.53,6.9,0.17,62.87,0.98,0.49,0.46,0.84,55.36,3.4,36.28
2404,8,2012,3.63,8.64,0.05,74.01,0.67,-0.17,0.79,0.56,77.97,7.17,97.22
2405,20,2016,5.38,8.58,0.9,71.09,0.86,0.13,0.16,0.33,52.57,6.21,99.66
2406,1,2006,6.82,5.45,0.54,68.38,0.51,0.1,0.38,0.87,69.33,7.07,92.85
2407,4,2015,4.29,4.07,0.7,81.16,0.93,0.05,0.47,0.62,51.41,7.07,62.1
2408,6,2016,5.4,6.2,0.83,50.11,0.83,0.35,0.3,0.62,85.58,3.93,86.55
2409,1,2022,7.96,8.31,0.79,59.87,0.99,0.32,0.37,0.5,59.25,4.97,88.4
2410,19,2017,6.43,8.18,0.88,68.84,0.62,0.43,0.08,0.27,66.5,3.11,50.99
2411,7,2009,7.21,7.02,0.97,56.24,0.78,0.08,0.2,0.3,85.29,8.89,71.02
2412,5,2016,5.07,4.78,0.44,81.78,0.54,0.19,0.34,0.09,79.58,7.84,96.98
2413,8,2006,6.84,4.54,0.95,72.67,0.26,0.42,0.8,0.24,63.98,8.57,49.6
2414,3,2009,3.2,8.77,0.72,66.73,0.35,0.5,0.18,0.28,44.26,3.26,76.4
2415,7,2011,3.61,6.11,0.07,78.51,0.89,0.48,0.35,0.06,95.3,6.0,76.38
2416,6,2016,4.02,7.24,0.68,65.78,0.06,0.3,0.06,0.11,40.48,7.48,61.69
2417,16,2020,5.01,8.53,0.69,69.55,0.59,-0.1,0.56,0.27,84.08,3.62,64.32
2418,19,2012,7.23,8.35,0.91,50.1,0.37,-0.18,0.61,0.68,96.72,7.66,61.95
2419,19,2013,4.73,6.83,0.37,62.8,0.39,0.38,0.87,0.18,58.4,6.89,66.48
2420,19,2019,6.27,6.44,0.58,54.86,0.88,0.39,0.82,0.52,44.53,8.91,40.41
2421,16,2009,6.55,7.68,0.01,74.14,0.85,0.32,0.29,0.51,54.97,3.85,85.63
2422,3,2017,5.93,5.75,0.33,66.77,0.6,-0.0,0.14,0.83,58.81,6.78,76.28
2423,8,2009,4.79,7.13,0.06,60.56,0.27,0.25,0.16,0.61,67.08,8.68,98.17
2424,7,2015,5.89,4.12,0.52,66.37,0.48,0.02,0.97,0.92,71.51,7.46,47.2
2425,16,2014,4.71,8.12,0.82,57.34,0.41,0.12,0.67,0.63,83.52,5.02,40.22
2426,6,2024,3.42,8.99,0.21,82.38,0.35,0.07,0.04,0.03,94.05,3.72,53.98
2427,8,2017,7.96,8.77,0.53,51.89,0.1,0.44,0.14,0.38,67.89,8.78,65.68
2428,6,2013,3.64,5.8,0.2,80.29,0.54,-0.04,0.49,0.7,84.78,3.43,44.35
2429,8,2018,3.36,6.66,0.12,67.9,0.3,0.2,0.21,0.48,47.63,8.85,62.24
2430,3,2022,7.39,5.18,0.51,71.66,0.66,0.05,0.8,0.42,59.73,4.82,74.98
2431,5,2019,4.51,5.51,0.08,60.59,0.32,0.26,0.57,0.67,47.08,8.16,33.93
2432,6,2014,6.25,6.29,0.59,83.83,0.43,0.2,0.61,0.29,81.5,6.33,83.06
2433,16,2011,4.65,7.74,0.03,59.86,0.05,0.45,0.46,0.91,94.46,8.48,95.78
2434,8,2012,4.96,4.09,0.11,70.61,0.99,-0.13,0.26,0.41,93.34,5.56,48.78
2435,19,2007,4.31,5.97,0.55,84.77,0.51,-0.05,0.59,0.63,59.59,8.1,84.34
2436,1,2019,4.72,6.78,0.59,80.84,0.02,0.34,0.72,0.98,54.05,4.43,59.26
2437,19,2020,5.05,5.08,0.03,68.77,0.54,0.06,0.37,0.79,56.44,5.8,76.51
2438,20,2008,6.6,4.39,0.57,84.66,0.87,-0.08,0.5,0.53,57.24,8.08,82.01
2439,5,2010,5.56,6.7,0.84,74.55,0.77,0.15,0.84,0.86,44.93,3.71,50.65
2440,5,2005,7.72,7.19,0.72,57.3,0.7,0.26,0.15,0.56,48.0,7.37,85.12
2441,19,2008,3.21,7.21,0.13,64.2,0.14,-0.17,0.55,0.44,52.87,5.62,37.36
2442,7,2015,5.52,5.78,0.59,61.71,0.66,0.0,0.35,0.87,40.49,6.08,99.07
2443,3,2016,5.92,5.19,0.67,62.04,0.77,0.37,0.7,0.03,42.83,6.47,53.59
2444,6,2009,7.6,5.1,0.04,76.62,0.57,0.16,0.02,0.41,81.91,4.65,45.67
2445,16,2020,3.25,4.2,0.86,70.45,0.89,-0.18,0.67,0.34,77.16,3.58,39.71
2446,5,2017,5.87,4.92,0.91,51.33,0.28,-0.0,0.1,0.71,96.73,3.11,86.85
2447,19,2017,7.27,8.09,0.85,80.71,0.24,0.25,0.06,0.01,64.11,5.59,71.01
2448,19,2021,4.21,4.02,0.82,60.39,0.87,-0.06,0.72,0.66,66.66,4.61,96.62
2449,3,2011,7.38,4.22,0.74,84.9,0.63,0.38,0.64,0.35,44.06,6.8,75.34
2450,3,2012,3.1,4.64,0.63,83.4,0.0,0.27,0.89,0.1,49.14,7.3,53.84
2451,4,2017,6.66,6.1,0.68,82.92,0.35,0.13,0.52,0.98,81.5,6.02,88.55
2452,4,2020,7.67,5.67,0.81,78.39,0.86,0.44,0.53,0.21,54.1,6.71,49.69
2453,7,2008,6.29,4.89,0.66,57.72,0.03,0.07,0.71,0.35,86.4,6.36,50.36
2454,7,2012,5.2,4.55,0.33,68.64,0.0,-0.04,0.32,0.21,82.34,3.03,31.98
2455,20,2020,3.22,8.69,0.38,57.85,0.28,0.26,0.04,0.66,84.84,8.05,47.64
2456,7,2014,7.6,8.56,0.9,59.09,0.91,0.2,0.23,0.78,81.43,3.36,48.3
2457,8,2016,5.35,7.86,0.02,71.38,0.9,0.03,0.24,0.86,82.46,5.46,50.83
2458,3,2016,3.14,5.26,0.7,51.43,0.52,0.04,0.34,0.31,72.81,3.67,55.8
2459,16,2009,6.45,5.62,0.95,83.93,0.55,0.08,0.94,0.52,80.69,6.97,70.37
2460,8,2020,5.41,7.33,0.71,82.15,0.33,0.0,0.8,0.66,71.57,4.95,45.15
2461,6,2005,3.62,5.46,0.99,63.33,0.24,0.3,0.94,0.63,52.37,3.43,74.57
2462,19,2013,4.07,6.65,0.69,68.04,0.82,0.26,1.0,0.72,53.06,3.27,39.33
2463,7,2016,3.32,7.26,0.03,66.31,0.11,0.11,0.43,0.77,64.32,4.42,95.16
2464,19,2009,5.87,6.6,0.83,80.88,0.49,0.08,0.23,0.1,40.84,7.0,31.83
2465,5,2024,6.11,6.07,0.28,74.1,0.63,0.06,0.56,0.17,93.36,7.31,93.57
2466,20,2007,5.53,5.74,0.45,59.73,0.1,-0.0,0.88,0.73,56.1,3.77,68.3
2467,5,2009,7.09,7.89,0.31,65.64,0.52,-0.14,0.47,0.48,43.09,3.83,79.7
2468,20,2006,7.31,7.69,0.27,65.01,0.58,-0.01,0.51,0.43,65.47,6.56,50.88
2469,4,2018,6.08,7.48,0.43,83.58,0.74,0.02,0.13,0.46,88.94,8.74,42.17
2470,19,2006,3.06,5.87,0.38,56.14,0.23,0.18,0.42,0.37,63.84,6.32,96.31
2471,20,2017,6.48,7.88,0.63,53.14,0.29,0.34,0.39,0.59,55.76,7.27,60.87
2472,1,2011,5.09,8.79,0.81,80.82,0.57,0.08,0.35,0.32,72.69,6.45,63.64
2473,8,2014,5.83,7.44,0.3,81.38,0.98,0.46,0.89,0.64,74.46,3.63,99.0
