social_id,country_id,year_id,gdp_per_capita,population,urbanization_rate,education_index,unemployment_rate,employment_rate,income_inequality,public_health_expenditure,internet_access,crime_rate,political_stability
1968,19,2024,38353.3,124674951,70.02,0.65,14.78,93.87,56.84,6.9,59.49,25.38,0.43
1969,5,2010,3962.57,477950307,73.71,0.99,6.62,75.36,41.24,9.02,84.47,55.36,0.09
1970,16,2012,36912.64,324328035,37.35,0.98,7.85,69.09,55.84,6.02,78.87,12.27,0.39
1971,1,2005,10006.53,408942010,62.98,0.88,18.14,84.08,33.8,2.06,87.46,70.01,0.76
1972,4,2021,50004.42,781526811,89.23,0.76,9.59,96.0,26.0,2.52,48.06,57.43,0.66
1973,7,2021,21971.52,239655303,49.57,0.89,12.64,68.05,27.69,4.17,53.42,77.84,0.87
1974,19,2019,17611.68,197470223,48.11,0.78,3.92,91.52,38.83,3.11,51.81,76.7,0.75
1975,16,2011,50612.45,1074749629,84.2,0.5,5.22,81.66,21.61,8.16,93.42,58.5,0.33
1976,20,2023,3958.5,347389184,37.04,0.75,2.65,68.17,51.27,2.86,49.29,21.06,0.34
1977,5,2007,24399.92,306170585,86.01,0.8,9.64,52.66,51.63,3.29,72.89,25.55,0.65
1978,4,2015,22830.21,1219386355,76.77,0.63,19.8,64.95,48.08,7.33,74.81,29.43,0.31
1979,6,2024,17803.22,282852877,53.45,0.6,17.73,89.9,55.85,3.92,74.04,39.87,0.87
1980,20,2023,54793.51,1293455780,35.01,0.64,13.39,54.57,41.98,9.75,78.04,49.96,0.33
1981,7,2013,45304.78,556274843,31.15,0.81,17.5,77.46,39.17,8.91,66.62,57.78,0.49
1982,4,2014,4771.47,1038743042,52.55,0.57,12.7,74.57,41.17,7.96,44.6,15.29,0.04
1983,20,2006,43166.56,863688370,72.32,0.86,8.64,81.76,27.28,4.75,78.57,52.74,0.12
1984,5,2005,32110.65,848958123,59.25,0.71,5.12,95.07,40.49,2.45,55.46,14.14,0.13
1985,6,2020,54151.21,704579961,74.32,0.68,13.75,86.08,41.67,4.69,44.17,67.89,0.34
1986,20,2022,19463.79,831019550,70.23,0.9,5.47,74.51,50.58,5.01,49.34,12.83,0.12
1987,8,2021,34875.56,80895195,64.37,0.75,9.51,89.86,33.92,3.02,55.8,37.3,0.46
1988,6,2010,30544.56,190046578,88.05,0.69,16.86,83.68,23.69,2.97,63.78,39.4,0.27
1989,7,2018,29884.09,570853139,73.7,0.94,4.33,92.99,43.9,7.34,87.37,49.93,0.27
1990,5,2019,27910.22,895635028,84.88,0.68,4.32,84.77,51.52,3.86,69.51,16.68,0.45
1991,16,2018,13132.14,6703923,44.53,0.93,6.04,86.14,58.78,7.42,65.96,75.32,0.85
1992,1,2007,45586.89,234120563,72.82,0.75,11.93,54.03,23.61,6.39,50.52,36.82,0.76
1993,1,2023,27628.83,401604441,65.87,0.6,6.53,50.18,49.85,9.21,92.76,37.73,0.88
1994,1,2016,57552.46,946560617,85.46,0.81,11.06,95.87,43.83,8.38,89.97,27.02,0.99
1995,4,2006,16387.7,1434852008,60.63,0.64,7.44,62.1,20.61,3.21,84.88,64.65,0.01
1996,7,2007,41281.89,541692408,46.78,0.57,11.11,57.92,48.73,6.88,57.77,10.54,0.69
1997,5,2022,56502.31,445325420,53.09,0.54,7.0,57.62,21.05,7.23,70.89,17.43,0.12
1998,6,2005,40144.04,589139943,43.13,0.62,19.64,85.42,51.41,8.9,61.39,42.95,0.94
1999,4,2024,52405.1,968302805,43.2,0.87,10.87,52.23,48.85,7.13,62.16,77.78,0.23
2000,7,2010,49821.38,1237217484,58.23,0.92,15.39,81.73,47.52,3.13,43.97,12.49,0.35
2001,16,2009,22246.95,405408539,83.55,0.93,14.61,77.43,24.8,4.07,47.7,14.34,0.98
2002,8,2005,36407.31,1033003578,41.51,0.64,10.83,57.07,56.76,7.1,92.86,60.04,0.87
2003,5,2023,10219.42,254210549,47.27,0.83,6.3,56.5,55.96,9.3,73.55,61.48,0.05
2004,1,2005,32596.03,879953339,81.18,0.62,11.19,56.37,56.01,9.13,40.35,72.79,0.05
2005,20,2020,14594.9,777943857,50.36,0.81,14.26,62.46,34.41,4.87,84.51,50.36,0.82
2006,5,2016,44880.47,366437494,87.74,0.94,10.28,80.81,39.69,8.65,44.79,38.25,0.07
2007,3,2012,32155.45,1038623624,46.14,0.52,3.47,59.93,24.6,6.09,78.95,41.58,0.85
2008,7,2020,25262.41,1167289790,56.53,0.99,2.32,81.68,22.04,5.71,74.15,40.21,0.92
2009,19,2005,16859.03,180791624,35.74,0.91,7.9,96.64,22.35,4.81,43.46,78.15,0.02
2010,16,2008,59923.21,548270145,89.53,0.88,4.7,91.38,42.75,7.43,69.2,36.61,0.22
2011,8,2014,5230.92,666009368,83.41,0.85,18.31,88.31,32.86,6.8,42.61,16.72,0.02
2012,16,2015,3570.08,1028564276,79.05,0.89,5.16,95.56,43.18,5.0,43.54,30.27,0.07
2013,5,2021,13818.19,98062865,39.44,1.0,9.1,79.4,43.71,8.1,42.81,77.21,0.53
2014,19,2011,58293.28,130749634,88.16,0.89,14.82,86.91,56.28,5.03,54.05,39.98,0.73
2015,3,2016,58775.05,216734089,85.75,0.68,16.68,87.15,55.29,6.68,84.1,32.13,0.48
2016,6,2011,39640.74,593111744,56.14,0.81,10.6,96.78,48.74,5.14,59.94,31.75,0.39
2017,20,2016,52926.29,1073193285,70.9,0.67,5.26,81.06,52.74,2.94,75.17,10.63,0.21
2018,19,2019,13623.74,993238902,89.55,0.99,6.88,63.11,20.13,3.29,46.87,54.32,0.24
2019,7,2006,58350.48,995056376,54.58,0.95,9.54,59.39,20.62,7.25,91.31,60.7,0.58
2020,1,2018,9424.31,602803832,36.78,0.78,8.56,64.72,38.34,8.49,67.73,34.71,0.86
2021,3,2017,6966.39,499376679,82.07,0.89,8.28,86.56,46.15,5.75,41.35,71.1,0.4
2022,20,2008,7620.48,1395823778,58.59,0.95,4.37,81.51,51.76,4.6,69.56,62.0,0.94
2023,8,2018,34814.55,1052768927,89.22,0.62,18.44,60.52,37.89,4.69,50.15,52.06,0.05
2024,1,2018,47077.49,1445345310,63.05,0.79,2.54,91.27,57.61,6.78,50.77,59.27,0.83
2025,5,2020,22633.36,1489443890,31.77,0.74,9.92,97.1,52.6,5.74,73.02,63.86,0.34
2026,19,2011,58695.86,397096209,59.5,0.89,19.65,86.35,24.11,2.01,52.45,46.89,0.87
2027,20,2023,26630.79,1160767481,73.08,0.69,13.88,52.98,37.61,8.17,51.77,37.85,0.92
2028,4,2006,9876.46,828506961,31.56,0.85,8.4,80.12,59.8,3.14,69.75,18.8,0.7
2029,6,2014,28492.04,641768184,54.81,0.7,4.63,95.01,36.4,7.4,52.95,38.35,0.36
2030,6,2022,41063.19,463236894,39.33,0.56,19.35,65.02,35.45,4.75,46.08,48.51,0.46
2031,3,2021,50101.32,62088613,68.59,0.55,2.25,78.1,31.76,6.62,62.45,76.35,0.55
2032,8,2009,28067.33,162150052,87.44,0.56,14.26,60.9,39.46,8.84,42.86,20.84,0.46
2033,3,2016,36022.8,752273413,67.48,0.52,17.84,92.27,49.19,3.23,89.79,62.99,0.79
2034,4,2010,16773.34,1361113436,71.69,0.77,2.45,91.76,21.9,8.22,64.83,26.85,0.77
2035,7,2013,39109.08,1102204661,53.79,0.84,15.05,67.49,53.43,2.31,40.72,76.99,0.01
2036,8,2024,59172.34,319526526,63.79,0.56,19.98,66.79,56.7,9.37,52.36,51.64,0.15
2037,16,2005,3894.16,189340853,62.63,0.81,13.51,50.0,51.24,3.61,92.68,40.29,0.36
2038,7,2019,53305.31,1246121432,75.58,0.8,9.46,65.24,56.63,8.36,67.3,34.28,0.67
2039,8,2010,34174.67,1333338390,81.41,0.57,17.74,87.51,23.8,2.54,59.74,24.14,0.23
2040,8,2023,15873.82,1291066858,69.77,0.7,11.98,51.37,38.0,4.62,57.33,60.01,0.32
2041,4,2022,57338.49,563009753,88.79,0.88,15.49,59.73,22.84,7.07,62.93,54.52,0.46
2042,5,2010,29517.9,89199048,79.7,0.51,12.58,85.05,53.47,7.27,51.65,72.31,0.59
2043,4,2017,20569.72,1049224501,37.48,0.57,2.69,81.1,58.1,7.59,81.2,51.81,0.9
2044,8,2005,11708.36,185974895,60.45,1.0,5.84,97.36,31.91,4.81,67.96,21.89,0.8
2045,20,2017,15422.68,441478217,84.19,0.87,3.42,68.75,41.42,7.33,81.33,57.8,0.36
2046,7,2011,50138.09,989865326,86.64,0.73,3.92,56.4,31.91,5.43,53.99,71.52,0.77
2047,4,2019,37250.19,175390119,52.81,0.81,2.28,81.91,35.15,6.53,40.08,79.33,0.83
2048,5,2016,54881.49,1168341581,73.54,0.92,9.58,53.79,39.06,6.38,93.14,57.95,0.52
2049,19,2005,14686.14,390368207,54.63,0.92,5.22,55.6,51.63,3.35,68.16,30.27,0.3
2050,3,2019,8147.18,1321564306,37.42,0.66,17.4,77.26,25.88,8.77,44.39,49.58,0.94
2051,8,2008,1359.16,773849762,83.08,0.75,15.5,72.65,26.28,8.94,45.71,46.05,0.96
2052,16,2017,30963.86,526968684,85.92,0.82,12.32,62.65,28.07,3.63,63.91,45.84,0.22
2053,19,2009,59900.11,1037774395,60.29,0.54,10.8,72.94,22.13,5.33,78.24,15.5,0.79
2054,6,2006,42002.95,673663592,31.1,0.97,6.61,91.68,45.74,5.72,61.82,23.62,0.04
2055,1,2005,19195.28,253405931,78.96,0.72,10.55,84.8,27.59,6.39,85.11,46.69,0.0
2056,5,2020,52734.66,886862020,58.62,0.69,13.54,71.83,37.5,2.18,58.1,65.87,0.35
2057,16,2010,47121.61,621200454,34.5,0.95,16.08,64.94,47.42,8.07,42.51,22.73,0.46
2058,1,2020,1909.49,785095538,41.36,0.56,3.47,77.94,37.96,8.9,40.46,21.5,0.55
2059,5,2018,49194.77,1034743783,39.13,0.52,14.75,50.14,56.24,3.14,87.27,63.19,0.38
2060,20,2007,18731.08,982142197,71.18,0.84,15.37,85.19,50.77,9.17,94.15,58.34,0.13
2061,3,2019,9830.73,1277240224,47.96,0.69,12.06,88.52,30.92,8.81,47.3,43.96,0.34
2062,19,2007,14353.52,690221334,37.66,0.88,5.86,55.84,25.22,6.34,43.41,13.53,0.82
2063,7,2006,28646.21,1191791827,85.06,0.53,11.71,69.33,55.78,4.2,90.29,43.09,0.34
2064,5,2005,26067.21,377235795,87.39,0.69,11.05,56.96,35.88,3.66,45.54,68.44,0.59
2065,7,2013,18044.35,530697074,38.31,0.62,10.56,95.54,35.3,5.91,52.56,10.74,0.68
2066,3,2013,11160.88,998083188,43.81,0.87,10.29,89.65,52.4,6.06,84.09,17.18,0.73
2067,8,2011,45971.62,1315602395,65.53,0.61,3.99,50.96,20.37,7.21,94.89,66.65,0.49
2068,6,2007,59416.48,906550060,39.03,0.73,5.29,96.58,38.04,8.41,66.73,46.76,0.13
2069,19,2022,46889.7,92180784,39.52,0.91,3.75,56.81,48.57,9.48,51.59,56.36,0.9
2070,3,2015,18460.28,514831274,50.19,0.96,6.36,54.03,53.95,8.37,86.62,62.15,0.26
2071,3,2011,15443.73,1167361722,86.95,0.86,6.74,51.57,55.41,9.27,61.69,31.01,0.34
2072,20,2013,13842.29,187617861,87.75,0.71,6.41,87.95,38.63,5.99,55.0,30.85,0.77
2073,1,2005,9065.01,1351509689,80.51,0.79,5.8,94.41,53.91,2.31,66.97,28.48,0.76
2074,6,2018,33528.5,1120221830,71.74,0.84,15.24,54.59,21.43,2.41,87.07,21.71,0.9
2075,19,2024,36718.62,848840383,73.24,0.94,16.73,97.2,32.22,4.15,52.82,31.33,0.03
2076,8,2010,42624.66,227881429,58.17,0.94,7.89,65.16,20.42,6.91,63.31,76.7,0.87
2077,8,2011,41132.59,960498872,61.81,0.97,7.49,82.58,26.62,4.68,64.43,16.02,0.79
2078,4,2014,18247.67,145932487,68.07,0.91,17.19,97.34,48.99,3.33,85.8,26.84,0.53
2079,3,2011,20488.35,1253521485,73.88,0.57,13.23,50.41,20.18,8.8,77.18,32.26,0.16
2080,5,2006,41209.36,164298355,35.81,0.87,7.28,76.25,40.92,9.88,82.93,20.77,0.54
2081,20,2008,21617.41,466006656,43.49,0.91,14.85,81.49,36.56,2.13,78.14,15.42,0.19
2082,6,2021,13544.77,607424868,87.78,0.94,8.2,67.83,24.91,2.72,72.6,21.33,0.96
2083,8,2005,23085.83,1463796476,50.11,0.96,12.56,55.28,47.43,5.99,47.28,46.95,0.71
2084,19,2014,17052.97,585208420,46.11,0.75,19.87,79.81,47.72,4.7,85.81,51.77,0.6
2085,4,2023,6210.45,600772365,55.31,0.83,7.43,52.26,49.05,8.26,73.4,25.07,0.81
2086,19,2019,49978.2,1053132358,47.46,0.5,18.75,94.33,50.61,7.23,78.56,45.27,0.53
2087,20,2014,51333.57,41416176,35.47,0.79,7.77,72.18,32.6,2.55,82.83,10.44,0.06
2088,5,2023,13965.27,431233141,42.48,0.74,11.73,93.69,59.77,6.36,57.14,52.14,0.26
2089,4,2016,4821.56,646994494,68.41,0.98,10.28,90.15,22.92,4.69,64.05,10.09,0.98
2090,4,2020,44590.82,670021126,43.39,0.95,16.1,50.17,45.91,9.72,69.77,54.99,0.85
2091,1,2013,13480.19,1361124910,68.86,0.9,3.1,72.04,58.83,5.8,58.86,43.83,0.93
2092,6,2019,24212.69,130519410,36.0,0.53,13.29,92.61,28.97,9.42,54.22,17.65,0.1
2093,4,2021,4783.98,914829161,32.51,0.7,15.69,67.87,31.12,2.24,82.73,16.19,0.25
2094,1,2018,14349.91,1329874472,81.69,0.85,10.5,65.51,43.04,2.83,81.46,10.48,0.06
2095,1,2022,47781.23,293956759,75.6,0.51,3.9,82.91,51.25,5.09,85.75,48.62,0.82
2096,20,2006,48459.39,1498632780,69.96,0.62,6.41,83.84,33.16,9.1,78.32,66.46,0.17
2097,7,2008,13218.0,833692025,31.85,0.94,14.23,80.87,53.47,6.36,57.15,69.96,0.41
2098,19,2022,20818.92,407769735,44.36,0.56,18.12,67.44,29.64,8.59,57.99,49.85,0.27
2099,5,2011,8920.07,1329958177,78.74,0.53,9.59,53.05,54.97,4.27,69.03,72.1,0.93
2100,16,2017,5376.19,689169820,38.68,0.79,12.09,94.3,30.12,2.89,85.96,70.34,0.61
2101,19,2019,59538.13,496737323,78.77,0.97,6.11,65.23,44.7,3.97,59.05,58.88,0.8
2102,4,2005,39680.04,1453777041,65.05,0.92,9.42,88.19,34.31,7.16,82.13,35.42,0.6
2103,5,2015,32983.69,307148241,74.42,0.99,8.06,66.88,32.87,8.97,56.81,67.9,0.61
2104,8,2014,46164.41,710871082,68.67,0.88,13.8,73.75,34.16,5.64,58.62,37.42,0.38
2105,7,2009,50564.55,1144993868,55.02,0.72,19.72,67.94,39.97,3.55,81.38,38.23,0.24
2106,8,2020,48596.17,1121818601,47.52,0.97,16.64,53.9,53.8,7.1,77.32,57.47,0.35
2107,8,2015,1975.83,543515342,70.36,0.71,5.46,65.81,50.37,3.58,51.45,74.95,0.29
2108,6,2010,12021.67,1020740261,78.41,0.68,12.4,95.87,37.97,6.56,85.49,45.0,0.69
2109,19,2013,39639.41,1420017775,32.68,0.72,3.2,55.3,31.29,2.82,83.15,22.4,0.42
2110,16,2017,23169.8,285724414,52.79,0.91,6.44,76.68,54.17,8.49,83.86,19.97,0.55
2111,20,2012,58966.48,1343729398,51.04,0.96,5.1,96.48,54.81,8.44,65.87,31.16,0.77
2112,16,2018,40258.88,721004157,63.57,0.68,8.04,50.98,38.15,6.33,58.08,42.04,0.27
2113,8,2005,57436.39,468497415,36.84,0.73,14.22,53.32,47.83,2.31,86.74,30.84,0.42
2114,4,2021,12885.34,141062515,86.01,0.95,10.99,93.64,34.77,4.24,72.35,59.83,0.52
2115,7,2009,51973.46,634441218,62.91,0.52,18.79,85.31,25.96,3.11,91.2,47.99,0.05
2116,3,2006,19959.79,77816548,85.43,0.89,5.83,76.18,32.86,6.19,53.96,38.47,0.15
2117,16,2013,59384.32,898571998,79.02,0.73,8.56,75.76,47.28,2.81,93.66,24.94,0.06
2118,8,2008,10303.63,1104024974,41.5,0.69,7.94,96.79,50.78,8.96,60.86,52.38,0.75
2119,7,2021,31464.05,79491278,37.94,0.72,6.25,51.01,54.07,8.8,61.15,57.19,0.3
2120,5,2021,47777.83,577353921,81.68,0.71,19.88,62.98,20.71,3.25,53.13,64.89,0.42
2121,19,2022,26525.91,1058234155,62.17,0.88,8.97,65.21,39.46,7.56,93.08,79.36,0.67
2122,1,2020,28616.96,194639674,31.18,0.96,18.93,55.74,30.96,7.57,42.18,26.19,0.97
2123,6,2012,59194.99,605440228,86.05,0.75,9.03,67.15,47.36,5.17,66.03,11.06,0.81
2124,7,2015,26093.18,610534792,58.38,0.92,5.67,67.78,29.81,3.22,60.1,45.03,0.06
2125,4,2022,36640.25,665322869,48.06,0.87,4.15,96.02,42.65,3.06,48.76,74.68,0.31
2126,4,2014,4217.84,384343267,61.0,0.67,17.4,71.22,48.48,7.92,79.23,27.41,0.05
2127,7,2017,50690.39,987786006,79.38,0.79,2.58,94.87,50.8,3.76,89.41,62.91,0.06
2128,4,2021,39241.91,212352148,36.62,0.83,19.36,88.88,30.78,6.83,53.4,32.37,0.13
2129,19,2022,24837.19,974915003,51.54,0.51,9.53,85.37,23.51,8.93,67.37,37.38,0.32
2130,4,2014,1954.0,1034560271,49.13,0.7,6.45,65.87,28.75,6.74,71.8,76.34,0.23
2131,16,2020,35908.46,1053635788,80.38,1.0,13.11,70.49,43.97,9.79,61.48,42.27,0.35
2132,1,2024,1746.81,565968129,76.71,0.82,4.39,52.14,21.62,7.16,90.68,60.77,0.82
2133,4,2009,1071.01,359441057,54.01,0.67,3.3,68.11,26.35,4.52,65.38,48.49,0.8
2134,1,2017,37349.82,253761448,69.87,0.63,16.9,91.78,59.82,8.82,94.05,63.47,0.35
2135,8,2022,12152.01,1403794371,53.67,0.6,9.64,87.51,35.29,4.49,56.24,32.22,0.66
2136,20,2021,12321.37,99728784,64.28,0.7,11.33,88.8,39.86,9.77,44.03,71.38,0.37
2137,19,2013,39543.02,1323962414,89.47,0.6,5.18,60.64,20.44,5.82,71.62,48.42,0.39
2138,20,2018,4168.13,172653696,62.13,0.57,3.11,60.08,43.68,9.63,85.28,31.64,0.68
2139,8,2021,19490.93,1377251037,89.31,0.68,8.62,81.84,33.01,3.47,61.36,12.67,0.38
2140,19,2008,9816.48,820972094,74.83,0.8,11.11,81.26,41.21,2.09,50.18,10.92,0.55
2141,7,2022,35230.41,244323514,37.24,0.57,15.78,59.37,41.04,3.57,80.6,34.74,0.12
2142,7,2024,40044.14,959407250,77.76,0.52,11.02,84.54,58.7,2.79,54.9,25.1,0.54
2143,1,2019,43547.02,652805786,39.68,0.52,16.09,68.06,30.73,7.87,82.34,13.69,0.74
2144,8,2015,16058.64,964343259,61.94,0.63,4.08,92.57,42.82,4.12,54.43,48.7,0.89
2145,1,2016,6265.74,869106849,66.79,0.6,3.15,67.49,35.26,7.12,70.65,79.22,0.15
2146,6,2013,5642.34,731122308,83.53,0.77,4.86,61.04,36.88,7.35,88.82,39.56,0.41
2147,4,2017,26142.94,132538617,42.63,0.73,15.9,59.4,22.22,7.51,51.25,48.65,0.49
2148,3,2019,56804.82,625192105,82.56,0.66,15.67,93.11,47.54,8.66,85.14,25.39,0.9
2149,6,2019,13846.01,281505554,86.07,0.92,4.54,91.28,27.81,3.19,54.6,24.34,0.26
2150,4,2009,16147.75,256063374,35.37,0.75,2.56,70.44,38.74,2.4,76.34,32.99,0.17
2151,19,2023,6952.44,1355408736,83.12,0.55,14.34,61.55,37.37,2.24,53.4,68.45,0.14
2152,1,2024,36728.65,720839260,45.55,0.65,17.4,63.66,38.73,2.83,46.3,77.24,0.15
2153,19,2018,41112.5,508284938,34.86,0.99,15.57,68.48,35.02,5.03,76.52,61.78,0.87
2154,19,2021,38932.94,505526654,87.51,0.99,5.65,52.13,29.7,9.74,72.72,11.44,0.62
2155,4,2022,51806.68,147968746,53.53,0.63,12.51,53.23,37.95,4.83,62.08,40.69,0.42
2156,8,2007,29699.12,702269253,67.38,0.58,15.63,94.52,21.85,5.62,42.02,39.45,0.87
2157,4,2006,8932.97,706580625,63.17,0.75,6.6,86.77,29.69,8.52,66.14,75.46,0.3
2158,5,2005,18074.9,1069933894,42.79,0.74,11.5,89.07,51.39,9.35,48.18,62.19,0.93
2159,7,2014,40083.37,399083956,70.17,0.71,7.66,72.97,53.71,9.77,59.77,60.01,0.76
2160,7,2023,37174.2,343861911,32.77,0.76,6.06,67.52,48.61,8.61,72.24,49.53,0.02
2161,6,2021,32329.18,792469443,42.19,0.62,19.45,54.41,45.3,6.02,91.66,55.21,0.46
2162,7,2016,41294.9,1147148283,86.68,0.56,18.43,76.79,52.45,3.84,68.12,58.9,0.84
2163,4,2005,38606.06,1105375795,87.21,0.79,10.02,85.68,25.11,6.79,50.71,48.68,0.4
2164,16,2016,52998.17,256814877,58.96,0.97,4.46,59.4,41.01,3.57,92.04,69.14,0.99
2165,1,2021,35574.97,845534733,40.14,0.57,15.1,68.68,24.65,2.45,41.43,12.58,0.85
2166,4,2007,46937.48,1499708084,55.3,0.85,6.6,94.51,51.11,9.35,75.36,75.9,0.75
2167,4,2015,15673.72,945430111,82.62,0.72,5.03,90.5,40.82,5.88,54.43,64.15,0.14
2168,3,2021,41012.77,713639818,34.22,0.65,8.87,88.32,52.4,6.07,81.66,47.03,0.11
2169,1,2007,54229.45,136625219,37.67,0.93,11.54,51.89,51.96,6.87,58.22,70.22,0.64
2170,5,2012,23758.21,1096122248,83.74,0.73,3.75,57.95,38.65,5.61,63.58,67.96,0.66
2171,7,2024,46967.15,1071529316,54.92,0.79,12.29,64.69,39.87,5.56,82.37,39.36,0.15
2172,1,2008,43762.57,1114387852,35.01,0.72,2.28,64.57,21.13,9.32,89.38,68.79,0.85
2173,7,2011,4512.05,911943462,38.35,0.54,18.05,56.19,40.94,8.53,50.04,23.18,0.87
2174,6,2018,35308.99,915415297,82.95,0.8,18.57,63.89,47.1,3.7,56.3,42.84,0.42
2175,1,2018,8681.17,2305139,59.41,0.71,15.2,70.55,29.35,4.33,40.24,26.26,0.61
2176,7,2008,58071.83,1285097746,39.78,0.54,10.4,52.37,59.46,7.28,87.11,18.71,0.51
2177,5,2020,48873.04,946415334,83.64,0.8,6.59,69.35,58.99,6.57,92.09,72.62,0.04
2178,20,2005,7473.7,741147923,80.72,0.5,15.39,73.83,31.31,8.13,55.37,35.69,0.09
2179,19,2021,8183.37,157894327,31.38,0.6,18.77,51.96,48.52,7.82,61.15,57.91,0.78
2180,19,2014,36073.96,1140297176,64.86,0.89,4.85,82.36,21.2,7.67,63.59,36.26,0.49
2181,5,2020,21348.46,610599656,44.66,0.52,10.38,53.83,46.63,9.04,62.54,48.09,0.61
2182,3,2020,3059.45,86373554,61.99,0.82,7.67,81.1,44.96,8.13,61.61,34.36,0.61
2183,20,2012,32956.85,777932056,46.76,0.97,8.42,97.72,52.89,3.94,66.17,61.99,0.38
2184,6,2011,23882.86,74707187,48.95,0.59,9.3,52.91,32.17,8.98,48.46,65.05,0.03
2185,5,2010,6963.51,156233496,66.11,0.71,19.13,63.06,55.12,4.68,43.17,40.14,0.79
2186,19,2020,48313.3,316080059,62.33,0.79,6.66,56.21,54.32,9.29,79.79,70.17,0.47
2187,19,2024,54989.53,836370623,53.71,0.73,10.87,67.72,46.78,8.59,86.56,34.87,0.14
2188,19,2020,45639.04,1122532125,36.45,0.81,19.13,90.09,38.89,2.59,84.56,63.37,0.02
2189,8,2011,49522.92,456203841,88.17,0.7,10.57,94.61,44.74,8.17,74.46,55.5,0.02
2190,5,2013,13772.94,1121610260,40.48,0.57,17.54,90.31,49.2,6.0,93.28,41.92,0.03
2191,4,2018,16550.8,478606383,67.99,0.54,3.06,83.17,59.01,9.82,40.08,72.22,0.16
2192,6,2015,13303.12,285567761,34.96,0.87,19.15,84.43,24.87,5.67,57.57,50.06,0.23
2193,19,2018,46138.74,492029552,71.3,0.62,5.38,55.78,32.52,2.54,57.05,68.81,0.25
2194,7,2011,56927.11,831576810,35.69,0.92,19.64,61.94,51.23,4.35,59.23,61.33,0.63
2195,5,2005,43293.4,47684515,43.77,0.87,5.16,67.47,36.37,5.44,84.0,47.28,0.24
2196,8,2017,53006.54,1430975175,68.82,0.52,10.0,52.41,46.9,6.74,59.33,32.85,0.67
2197,5,2024,38683.25,1480150423,46.98,0.6,7.56,89.44,25.32,3.22,68.99,76.58,0.82
2198,6,2007,23871.93,1009275217,61.97,0.65,9.8,62.27,48.37,6.12,73.77,13.97,0.38
2199,8,2024,26119.94,514857620,37.47,0.8,6.51,52.51,46.96,5.87,86.5,72.61,0.72
2200,6,2008,5443.96,1173145799,42.14,0.9,19.38,53.51,43.43,8.69,73.87,45.45,0.1
2201,5,2015,2855.97,1268127369,74.03,0.53,7.5,96.54,50.61,4.42,60.97,62.41,0.33
2202,4,2006,42033.06,1271331664,32.11,0.62,13.76,93.78,55.2,5.6,78.21,33.39,0.68
2203,6,2018,26867.3,355861005,36.71,0.69,4.47,96.02,53.17,5.11,68.35,36.89,0.93
2204,8,2016,33580.69,5964748,42.9,0.59,16.84,95.92,25.1,7.06,69.06,23.35,0.62
2205,8,2021,33902.01,779641306,31.21,0.77,11.77,88.37,49.78,8.69,58.43,76.8,0.36
2206,6,2016,17365.17,207379863,35.72,0.74,19.63,63.25,37.99,7.4,40.09,13.03,0.31
2207,16,2016,29077.66,1179519959,46.88,0.66,9.62,65.59,33.36,5.72,59.57,37.08,0.39
2208,5,2005,28774.85,425766532,35.58,0.76,5.52,69.3,55.19,7.1,56.65,33.43,0.65
2209,16,2017,23917.21,442318702,81.97,0.68,8.23,87.68,42.38,4.58,45.52,66.92,0.33
2210,3,2018,49419.85,358226215,33.96,0.67,15.27,94.49,40.05,3.15,50.92,45.11,0.47
2211,5,2006,27618.68,692756611,81.66,0.63,13.86,71.13,51.38,4.56,93.95,21.84,0.76
2212,6,2016,36615.03,1129650490,79.37,0.77,16.01,64.47,42.13,5.55,55.39,45.63,0.24
2213,20,2020,53835.69,69768438,36.05,0.72,3.32,61.66,54.32,5.51,68.5,26.52,0.72
2214,6,2008,52107.78,255717939,31.51,0.6,12.45,62.31,24.12,7.9,70.21,11.2,0.76
2215,16,2012,53534.91,345822296,33.0,0.51,18.78,50.33,51.05,9.49,70.8,48.12,0.86
2216,4,2006,16930.29,1366842597,65.42,0.58,3.94,61.24,26.55,5.11,42.6,35.23,0.02
2217,6,2014,3063.97,1369357366,70.22,0.52,3.7,64.16,29.01,2.69,82.43,26.72,0.11
2218,6,2013,16402.94,675003371,67.24,0.72,14.9,87.23,27.18,2.27,80.17,22.06,0.95
2219,4,2019,17443.73,1492283553,62.49,0.61,7.67,76.33,29.54,2.03,93.75,41.76,0.13
2220,6,2017,54652.26,360112063,40.48,0.71,13.85,65.89,49.27,9.5,50.16,70.87,0.49
2221,19,2021,39305.32,1192235772,80.46,0.66,11.82,78.66,46.21,9.97,70.46,63.07,0.17
2222,20,2020,5820.53,989544717,49.65,0.77,19.75,87.84,29.19,2.41,84.21,10.32,0.81
2223,7,2006,8987.34,952297287,89.17,0.86,18.0,79.28,30.81,4.87,46.84,61.18,0.1
2224,20,2024,10184.89,148486791,53.09,0.74,14.21,53.37,23.97,7.35,83.43,15.09,0.09
2225,6,2024,38194.88,1250125323,45.78,0.53,6.71,61.57,36.58,3.43,54.85,48.36,0.5
2226,19,2018,44389.43,1484973376,83.66,0.51,6.71,63.72,35.14,6.76,55.45,64.6,0.24
2227,5,2007,51718.99,784201532,64.04,0.61,17.88,67.42,25.83,8.51,92.01,41.73,0.66
2228,6,2016,56497.56,312935232,73.31,0.71,12.54,51.18,53.39,8.86,57.26,36.37,0.68
